Search Parameters	Year	Mo	Dy	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
[]	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2000	8	21	13	25	44.5	NA	NA	CHINA:  YUNNAN PROVINCE:  WUDING	25.826	102.194	33	4.2	NA	1	1	NA	NA	406	3	43	4	NA	NA	NA	NA	1	1	NA	NA	406	3	43	4	NA	NA	NA	NA
	2000	9	3	8	36	30	NA	NA	CALIFORNIA:  NAPA	38.379	-122.413	10	5	7	NA	NA	NA	NA	41	1	50	4	NA	NA	NA	NA	NA	NA	NA	NA	41	1	50	4	NA	NA	NA	NA
	2000	10	2	2	25	31.3	NA	NA	"TANZANIA:  NKANSI, RUKWA"	-7.977	30.709	34	6.5	NA	NA	NA	NA	NA	6	1	NA	1	7	1	150	3	NA	NA	NA	NA	6	1	NA	1	7	1	150	3
	2000	10	6	4	30	19.1	NA	NA	"JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI"	35.456	133.134	10	6.7	9	NA	NA	NA	NA	130	3	150	4	104	3	2230	4	NA	NA	NA	NA	130	3	150	4	104	3	2230	4
	2000	10	30	22	39	6.5	NA	NA	AFGHANISTAN-TAJIKISTAN:  RAKHOR	37.542	69.582	33	5.1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	800	3
	2000	11	8	6	59	58.8	NA	NA	PANAMA-COLOMBIA:  JURADO	7.042	-77.829	17	6.5	NA	NA	NA	NA	NA	2	1	NA	2	NA	NA	86	2	NA	NA	NA	NA	2	1	NA	2	NA	NA	86	2
	2000	11	16	4	54	55.9	2352	NA	"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK"	-4.001	152.327	17	8	NA	2	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	2	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	2000	11	16	7	42	16.9	NA	NA	"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN"	-5.233	153.102	30	7.8	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	2000	11	17	21	1	56.4	NA	NA	PAPUA NEW GUINEA:  NEW BRITAIN	-5.496	151.781	33	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2000	11	25	18	9	11.4	NA	NA	AZERBAIJAN:  BAKU	40.245	49.946	50	6.8	NA	31	1	NA	NA	430	3	NA	1	NA	NA	NA	NA	31	1	NA	NA	430	3	NA	1	NA	NA	NA	NA
	2000	12	6	17	11	6.4	NA	NA	TURKMENISTAN:  NEBITDAG-TURKMENBASHI	39.566	54.799	30	7	NA	11	1	NA	NA	NA	2	NA	1	NA	NA	NA	NA	11	1	NA	NA	NA	2	NA	1	NA	NA	NA	NA
	2000	12	15	16	44	47.6	NA	NA	TURKEY:  AFYON-BOLVADIN	38.457	31.351	10	6	7	6	1	NA	NA	41	1	NA	1	NA	NA	NA	NA	6	1	NA	NA	41	1	NA	1	NA	NA	NA	2
	2001	1	1	6	57	4.1	NA	NA	PHILIPPINES:  MINDANAO	6.898	126.579	33	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2001	1	13	17	33	32.3	5444	NA	EL SALVADOR; GUATEMALA	13.049	-88.66	60	7.7	8	844	3	NA	NA	4723	4	753	4	108226	4	169632	4	844	3	NA	NA	4723	4	753	4	108226	4	169632	4
	2001	1	26	3	16	40.5	NA	NA	"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN"	23.419	70.232	16	7.7	10	20005	4	NA	NA	166836	4	2623	4	339000	4	339000	4	20005	4	NA	NA	166836	4	2623	4	339000	4	NA	NA
	2001	2	13	14	22	5.8	NA	NA	EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP	13.671	-88.938	10	6.6	6	315	3	NA	NA	3399	4	348.5	4	41302	4	15706	4	315	3	NA	NA	3399	4	348.5	4	41302	4	15706	4
	2001	2	19	15	51	35	NA	NA	LAOS;  VIETNAM: DIENBIEN PHU	21.396	102.715	10	4.9	8	NA	NA	NA	NA	4	1	NA	3	NA	NA	2174	4	NA	NA	NA	NA	4	1	NA	3	NA	NA	2174	4
	2001	2	23	0	9	23.6	NA	NA	"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG"	29.513	101.129	33	5.6	NA	3	1	NA	NA	109	3	NA	3	60000	4	60000	4	3	1	NA	NA	109	3	NA	3	60000	4	NA	NA
	2001	2	28	18	54	32.8	NA	NA	"WASHINGTON:  OLYMPIA, SEATTLE, TACOMA"	47.149	-122.727	52	6.8	8	1	1	NA	NA	400	3	2000	4	NA	NA	NA	NA	1	1	NA	NA	400	3	2000	4	NA	NA	NA	NA
	2001	3	24	6	27	53.5	NA	NA	"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA"	34.083	132.526	50	6.8	9	2	1	NA	NA	161	3	500	4	NA	NA	3700	4	2	1	NA	NA	161	3	500	4	NA	NA	3700	4
	2001	5	8	18	2	16.9	NA	NA	EL SALVADOR:  CONCHAGUA	13.605	-88.795	10	5.7	NA	1	1	NA	NA	NA	NA	NA	2	84	2	70	2	1	1	NA	NA	NA	NA	NA	2	84	2	70	2
	2001	5	23	21	10	43.9	NA	NA	CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN	27.689	101.003	33	5.5	NA	2	1	NA	NA	605	3	36	4	NA	NA	NA	NA	2	1	NA	NA	605	3	36	4	NA	NA	NA	NA
	2001	6	1	14	0	43.6	NA	NA	AFGHANISTAN:  HINDU KUSH:  PARVAN	35.169	69.389	62	5	NA	4	1	NA	NA	20	1	NA	1	NA	2	NA	2	4	1	NA	NA	20	1	NA	NA	NA	2	NA	NA
	2001	6	23	20	33	14.1	2373	NA	"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO"	-16.265	-73.641	33	8.4	8	77	2	68	2	2713	4	NA	4	22399	4	NA	NA	103	3	138	3	2713	4	200	4	25399	4	NA	NA
	2001	6	25	13	28	46.5	NA	NA	TURKEY:  OSMANIYE	37.238	36.206	5	5.5	NA	NA	NA	NA	NA	130	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	130	3	NA	1	NA	NA	66	2
	2001	7	5	13	53	48.3	NA	NA	"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA"	-16.086	-73.987	62	6.6	NA	NA	NA	NA	NA	NA	NA	NA	2	300	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	300	3	NA	NA
	2001	7	7	9	38	43.5	NA	NA	"PERU:  AREQUIPA, ARICA"	-17.543	-72.077	33	7.6	NA	1	1	NA	NA	30	1	NA	2	200	3	NA	NA	1	1	NA	NA	30	1	NA	2	200	3	NA	NA
	2001	7	14	18	36	8.3	NA	NA	CHINA:  YUNNAN PROVINCE:  JIANGCHUAN	24.455	102.66	33	4.3	NA	NA	NA	NA	NA	2	1	NA	1	150	3	150	3	NA	NA	NA	NA	2	1	NA	1	150	3	NA	NA
	2001	7	26	0	21	36.9	NA	NA	GREECE:  SKYROS	39.059	24.244	10	6.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	100	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	100	2
	2001	8	9	2	6	59.9	NA	NA	PERU:  ANTABAMA	-14.258	-72.683	33	5.8	NA	4	1	NA	NA	15	1	NA	2	NA	3	NA	NA	4	1	NA	NA	15	1	NA	2	NA	3	NA	NA
	2001	9	9	23	59	18	NA	NA	CALIFORNIA:  LOS ANGELES	34.059	-118.387	5	4.2	6	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	2001	10	12	5	2	34	5609	NA	CANADA:  QUEEN CHARLOTTE ISLANDS	52.63	-132.2	20	6.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2001	10	12	15	2	16.8	NA	NA	GUAM	12.686	144.98	37	7	8	NA	NA	NA	NA	1	1	NA	2	NA	3	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	3	NA	NA
	2001	10	19	3	28	44.4	NA	NA	INDONESIA:  BANDA SEA	-4.102	123.907	33	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2001	10	27	5	35	39.7	NA	NA	CHINA:  YUNNAN PROVINCE:  YONGSHENG	26.316	100.648	10	5.6	NA	1	1	NA	NA	220	3	NA	2	3400	4	3400	4	1	1	NA	NA	220	3	NA	2	3400	4	NA	NA
	2001	11	14	9	26	10	NA	NA	CHINA:  QINGHAI PROVINCE:  XIDATAN	35.946	90.541	10	7.8	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA
	2001	12	18	4	2	58.2	2404	NA	TAIWAN	23.954	122.734	14	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2001	12	19	7	54	7.9	NA	NA	BANGLADESH:  DHAKA	23.632	90.376	10	4.5	6	NA	NA	NA	NA	100	2	NA	1	NA	NA	NA	2	NA	NA	NA	NA	100	2	NA	1	NA	NA	NA	2
	2002	1	2	17	22	48.7	2397	NA	"VANUATU ISLANDS:  EFATE, PORT VILA"	-17.6	167.856	21	7.2	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	2
	2002	1	9	6	45	57.5	NA	NA	TAJIKISTAN:  ROGHUN	38.673	69.902	33	5.3	NA	3	1	NA	NA	50	1	NA	2	NA	NA	209	3	3	1	NA	NA	50	1	NA	2	NA	NA	209	3
	2002	1	10	11	14	56.9	NA	NA	PAPUA NEW GUINEA:  AITAPE	-3.212	142.427	11	6.7	NA	1	1	NA	NA	NA	NA	NA	2	200	3	NA	NA	1	1	NA	NA	NA	NA	NA	2	200	3	NA	NA
	2002	1	14	15	36	26.4	NA	NA	"CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE"	-19.384	-69.231	33	5.6	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	2002	1	17	20	1	29.2	NA	NA	RWANDA:  GISENYI	-1.684	29.077	15	4.7	NA	NA	1	NA	NA	NA	NA	NA	2	307	NA	NA	NA	1001	2	NA	NA	400	3	NA	3	307	3	NA	NA
	2002	1	30	8	42	3.4	NA	NA	"MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC"	18.194	-95.908	109	5.9	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2
	2002	2	3	7	11	28.4	NA	NA	TURKEY:  AFYON	38.573	31.271	5	6.5	NA	44	1	NA	NA	318	3	NA	2	NA	NA	NA	NA	44	1	NA	NA	318	3	NA	2	NA	NA	622	3
	2002	2	3	20	59	27.6	NA	NA	TAJIKISTAN:  ROGHUN	38.773	69.924	44	4.9	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	2
	2002	2	17	13	3	52.7	NA	NA	IRAN:  BAGHAN	28.093	51.755	33	5.4	NA	1	1	NA	NA	30	1	NA	2	NA	NA	NA	NA	1	1	NA	NA	30	1	NA	2	NA	NA	NA	3
	2002	2	22	19	32	41.7	NA	NA	"MEXICO:  MEXICALI, BAJA CALIFORNIA"	32.319	-115.322	7	5.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	2002	3	3	12	8	19.7	NA	NA	"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ"	36.502	70.482	226	7.4	NA	166	3	NA	NA	NA	2	NA	3	300	3	300	3	166	3	NA	NA	NA	2	NA	3	300	3	400	3
	2002	3	5	21	16	9.1	2394	NA	PHILIPPINES:  MINDANAO	6.033	124.249	31	7.5	NA	15	1	NA	NA	100	2	1.714	2	NA	NA	800	3	15	1	NA	NA	100	2	1.714	2	NA	NA	800	3
	2002	3	25	14	56	33.8	NA	NA	"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN"	36.062	69.315	8	6.1	NA	1000	3	NA	NA	200	3	NA	4	1500	4	1500	4	1000	3	NA	NA	200	3	NA	4	1500	4	NA	NA
	2002	3	26	3	45	48.7	2395	NA	JAPAN:  RYUKYU ISLANDS	23.346	124.09	33	6.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2002	3	31	6	52	50.4	2396	NA	TAIWAN:  TAIPEI	24.279	122.179	33	7.1	NA	5	1	NA	NA	200	3	NA	2	100	2	NA	NA	5	1	NA	NA	200	3	NA	2	100	2	NA	NA
	2002	4	1	19	59	32.4	NA	NA	"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE"	-29.67	-71.384	71	6.4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	2002	4	12	4	0	23.7	NA	NA	TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN	39.959	69.417	10	5.9	NA	50	1	NA	NA	150	3	NA	2	160	3	160	3	50	1	NA	NA	150	3	NA	NA	160	3	250	3
	2002	4	18	16	8	36.7	NA	NA	"CHILE:  COPIAPO, TALTAL"	-27.535	-70.586	62	6.6	NA	NA	NA	NA	NA	19	1	NA	2	34	1	575	3	NA	NA	NA	NA	19	1	NA	2	34	1	575	3
	2002	4	20	10	50	47.5	NA	NA	"NEW YORK:  CLINTON, ESSEX, AU SABLE FORKS"	44.513	-73.699	11	5.2	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	2002	4	24	10	51	50.9	NA	NA	BALKANS NW:  KOSOVO; MACEDONIA:  N	42.436	21.466	10	5.7	NA	1	1	NA	NA	60	2	NA	1	NA	NA	NA	NA	1	1	NA	NA	60	2	NA	1	NA	NA	NA	NA
	2002	4	24	19	48	7.1	NA	NA	IRAN:  WESTERN:  KERMANSHAH	34.642	47.4	33	5.4	NA	2	1	NA	NA	56	2	NA	4	NA	4	NA	4	2	1	NA	NA	56	2	NA	4	NA	4	NA	NA
	2002	4	25	17	41	21.5	NA	NA	GEORGIA:  TBILISI	41.765	44.96	10	4.3	NA	5	1	NA	NA	52	2	NA	3	NA	NA	2400	4	5	1	NA	NA	52	2	NA	3	NA	NA	2400	4
	2002	4	26	16	6	7	NA	NA	GUAM	13.088	144.619	86	7.1	7	NA	NA	NA	NA	5	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	1	NA	NA	NA	NA
	2002	5	18	15	15	8.8	NA	NA	TANZANIA:  BUNDA	-2.907	33.733	10	5.5	NA	2	1	NA	NA	NA	NA	NA	2	690	3	700	3	2	1	NA	NA	NA	NA	NA	2	690	3	700	3
	2002	5	28	4	4	22.5	NA	NA	"ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS"	-28.937	-66.797	22	6	NA	NA	NA	NA	NA	27	1	NA	2	40	1	40	1	NA	NA	NA	NA	27	1	NA	2	40	1	NA	3
	2002	6	20	5	40	43.3	NA	NA	"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR"	25.842	88.932	40	4.5	NA	NA	NA	NA	NA	55	2	NA	1	NA	NA	NA	2	NA	NA	NA	NA	55	2	NA	1	NA	NA	NA	2
	2002	6	22	2	58	21.3	NA	NA	IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU	35.626	49.047	10	6.5	8	261	3	NA	NA	1300	4	300	4	NA	4	NA	4	261	3	NA	NA	1300	4	300	4	NA	4	NA	4
	2002	7	22	5	45	3	NA	NA	"GERMANY:  AACHEN, COLOGNE, SPANGDAHLEM"	50.889	6.103	17	4.8	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	2002	7	31	0	16	44.6	NA	NA	"PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL"	7.929	-82.793	10	6.5	7	NA	NA	NA	NA	11	1	NA	2	NA	2	NA	3	NA	NA	NA	NA	11	1	NA	2	NA	2	NA	3
	2002	8	8	11	42	5	NA	NA	CHINA:  SICHUAN PROVINCE:  RULONG	30.916	99.927	33	5.3	NA	NA	NA	NA	NA	NA	NA	NA	1	8	1	8	1	NA	NA	NA	NA	NA	NA	NA	1	8	1	NA	NA
	2002	8	14	13	57	52.1	NA	NA	NORTHERN MARIANA ISLANDS:  SAIPAN	14.101	146.199	30	6.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	2002	8	15	5	30	26.2	NA	NA	INDONESIA:   SULAWESI:  TOJO	-1.196	121.333	10	6.2	NA	48	1	NA	NA	NA	NA	NA	2	NA	NA	200	3	48	1	NA	NA	NA	NA	NA	2	NA	NA	200	3
	2002	8	19	11	1	1.1	NA	NA	FIJI ISLANDS	-21.696	-179.513	580	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2002	8	19	11	8	24.3	NA	NA	FIJI ISLANDS	-23.884	178.495	675	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2002	8	24	20	1	18.3	NA	NA	EGYPT:  CAIRO	30.2	31.41	10	4.4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	44	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	44	1
	2002	9	2	1	0	3.2	NA	NA	"IRAN: KAK, RAZAN, SIZAN"	35.701	48.838	10	5.2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	2002	9	5	11	3	5.8	NA	NA	KYRGYZSTAN	39.77	72.007	32	5.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	2002	9	6	1	21	28.6	NA	NA	ITALY:  SICILY:  PALERMO	38.381	13.701	5	6	NA	2	1	NA	NA	20	1	500	4	NA	NA	NA	2	2	1	NA	NA	20	1	500	4	NA	NA	NA	2
	2002	9	8	18	44	25.5	2398	NA	"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK"	-3.26	142.94	13	7.6	NA	4	1	NA	NA	70	2	NA	3	NA	1	873	3	4	1	NA	NA	70	2	NA	3	NA	1	873	3
	2002	9	13	22	28	29.4	2399	NA	"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY"	13.036	93.068	21	6.5	NA	2	1	NA	NA	NA	NA	NA	1	40	1	NA	1	2	1	NA	NA	NA	NA	NA	2	40	1	NA	1
	2002	9	20	15	43	35.4	NA	NA	INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI	-1.68	134.234	10	6.4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	31	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	31	1
	2002	9	22	23	53	14.6	NA	NA	"UNITED KINGDOM:  MANSFIELD, DUDLEY"	52.52	-2.15	9	4.8	6	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA
	2002	9	25	18	14	48.5	NA	NA	MEXICO:  ACAPULCO	16.87	-100.113	6	5.3	NA	NA	NA	NA	NA	2	1	NA	1	NA	NA	NA	2	NA	NA	NA	NA	2	1	NA	1	NA	NA	NA	2
	2002	9	25	22	28	11.9	NA	NA	IRAN:  MASJED-E SOLEYMAN	31.995	49.329	10	5.6	NA	NA	NA	NA	NA	5	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	2	NA	NA	NA	3
	2002	9	30	6	44	48	NA	NA	"FRANCE:  HENNEBONT, LANGUIDIC, LORIENT, TREMOREL"	47.832	-3.207	10	4.2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	2002	10	10	10	50	20.5	2400	NA	"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI"	-1.757	134.297	10	7.6	NA	8	1	NA	NA	632	3	NA	3	1000	3	900	3	8	1	NA	NA	632	3	NA	3	1000	3	900	3
	2002	10	23	11	27	19.4	NA	NA	"ALASKA:  CANTWELL, DENALI NATL PARK"	63.514	-147.912	4	6.7	8	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	2002	10	24	6	8	37.9	NA	NA	"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI"	-1.884	29.004	11	6.2	NA	2	1	NA	NA	NA	NA	NA	1	NA	2	NA	NA	2	1	NA	NA	NA	NA	NA	1	NA	2	NA	NA
	2002	10	29	10	2	21.5	NA	5487	ITALY:  SICILY:  SANTA VENERINA	37.67	15.267	10	4.3	8	NA	NA	NA	NA	9	1	NA	1	NA	NA	NA	2	NA	NA	NA	NA	9	1	NA	1	NA	NA	NA	2
	2002	10	31	10	32	58.7	NA	NA	"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO"	41.789	14.872	10	5.7	NA	29	1	NA	NA	135	3	796	4	NA	NA	NA	4	29	1	NA	NA	135	3	796	4	NA	NA	NA	4
	2002	11	1	22	9	29.2	NA	NA	PAKISTAN:  GILGIT	35.517	74.654	33	5.4	NA	11	1	NA	NA	40	1	NA	3	NA	3	NA	3	11	1	NA	NA	40	1	NA	3	NA	NA	1000	4
	2002	11	2	1	26	10.7	NA	NA	INDONESIA:  SUMATERA:  SIMEULUE	2.824	96.085	30	7.3	NA	3	1	NA	NA	65	2	NA	3	NA	NA	994	3	3	1	NA	NA	65	2	NA	3	NA	NA	994	3
	2002	11	3	22	12	41	NA	NA	"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS"	63.517	-147.444	5	7.9	9	NA	NA	NA	NA	1	1	56	4	NA	NA	NA	NA	NA	NA	NA	NA	1	1	56	4	NA	NA	NA	NA
	2002	11	20	21	32	30.8	NA	NA	"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN"	35.414	74.515	33	6.3	NA	19	1	NA	NA	40	1	NA	3	100	2	100	2	19	1	NA	NA	40	1	NA	3	100	2	1256	4
	2002	11	27	16	43	17.5	NA	NA	VANUATU ISLANDS: MERE LAVA ISLAND	-14.49	167.827	33	5.9	NA	NA	NA	NA	NA	3	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	2	NA	NA	100	2
	2002	12	2	4	58	55.1	NA	NA	"GREECE:  MEGALOPOLIS, VARTHOLOMION"	37.747	21.087	10	5.7	NA	NA	NA	NA	NA	17	1	NA	2	8	1	100	2	NA	NA	NA	NA	17	1	NA	2	8	1	100	2
	2002	12	14	13	27	29.1	NA	NA	CHINA:  GANSU PROVINCE:  YUMNE	39.736	97.443	22	5.5	NA	2	1	NA	NA	NA	NA	NA	3	13380	4	NA	NA	2	1	NA	NA	NA	NA	NA	3	13380	4	NA	NA
	2002	12	24	17	3	2.9	NA	NA	IRAN:  KERMANSHAH	34.594	47.454	33	5.2	NA	NA	NA	NA	NA	15	1	NA	3	3000	4	3000	4	NA	NA	NA	NA	15	1	NA	3	3000	4	NA	NA
	2002	12	25	12	57	3.2	NA	NA	CHINA:  XINJIANG:  WUQIA	39.57	75.254	10	5.7	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA
	2002	12	25	19	13	42.7	NA	NA	AFGHANISTAN:  JALALABAD	35.704	69.868	91	5.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	2003	1	11	17	45	30.6	NA	NA	"IRAN:  KAZERUN, NURABAD"	29.59	51.474	33	5.2	NA	NA	NA	NA	NA	NA	2	NA	3	650	3	650	3	NA	NA	NA	NA	NA	2	NA	3	650	3	1350	4
	2003	1	20	8	43	6	2401	NA	"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL"	-10.491	160.77	33	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2003	1	22	2	6	34.6	2402	NA	"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO"	18.77	-104.104	24	7.5	8	29	1	NA	NA	300	3	NA	3	2005	4	6615	4	29	1	NA	NA	300	3	NA	3	2005	4	6615	4
	2003	1	23	0	8	22.8	NA	NA	INDONESIA:  SUMBAWA ISLAND:  DOMPU	-8.807	118.524	33	5.5	6	NA	NA	NA	NA	2	1	NA	2	NA	NA	500	3	NA	NA	NA	NA	2	1	NA	2	NA	NA	500	3
	2003	1	26	19	57	3.2	NA	NA	"ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA"	43.883	11.96	7	4.7	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	2003	1	27	5	26	23	NA	NA	"TURKEY:  SAGLAMTAS, PULUMUR"	39.5	39.878	10	6.1	NA	1	1	NA	NA	NA	2	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	2	NA	1	NA	NA	NA	2
	2003	2	13	17	34	20.9	NA	NA	CHINA:  N. XINJIANG:  URUMQI	43.897	85.923	24	5.3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	2003	2	15	5	47	58.9	NA	NA	PHILIPPINES: LUZON:  DIMASALANG	12.171	123.921	10	5.8	6	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
